mapping	file	row#	transcription
1512	crowdsourced_diseases_top600.gmt	216	ChEA
1513	crowdsourced_diseases_top600.gmt	216	TRANSFAC and JASPAR PWMs
1514	crowdsourced_diseases_top600.gmt	216	Epigenomics Roadmap HM ChIP-seq
1515	crowdsourced_diseases_top600.gmt	216	TargetScan microRNA
1516	crowdsourced_diseases_top600.gmt	216	ENCODE TF ChIP-seq 2015
1517	crowdsourced_diseases_top600.gmt	216	ENCODE Histone Modifications 2015
1518	crowdsourced_diseases_top600.gmt	216	Transcription Factor PPIs
1519	crowdsourced_diseases_top600.gmt	217	ChEA
1520	crowdsourced_diseases_top600.gmt	217	TRANSFAC and JASPAR PWMs
1521	crowdsourced_diseases_top600.gmt	217	Epigenomics Roadmap HM ChIP-seq
1522	crowdsourced_diseases_top600.gmt	217	TargetScan microRNA
1523	crowdsourced_diseases_top600.gmt	217	ENCODE TF ChIP-seq 2015
1524	crowdsourced_diseases_top600.gmt	217	ENCODE Histone Modifications 2015
1525	crowdsourced_diseases_top600.gmt	217	Transcription Factor PPIs
1526	crowdsourced_diseases_top600.gmt	218	ChEA
1527	crowdsourced_diseases_top600.gmt	218	TRANSFAC and JASPAR PWMs
1528	crowdsourced_diseases_top600.gmt	218	Epigenomics Roadmap HM ChIP-seq
1529	crowdsourced_diseases_top600.gmt	218	TargetScan microRNA
1530	crowdsourced_diseases_top600.gmt	218	ENCODE TF ChIP-seq 2015
1531	crowdsourced_diseases_top600.gmt	218	ENCODE Histone Modifications 2015
1532	crowdsourced_diseases_top600.gmt	218	Transcription Factor PPIs
1533	crowdsourced_diseases_top600.gmt	219	ChEA
1534	crowdsourced_diseases_top600.gmt	219	TRANSFAC and JASPAR PWMs
1535	crowdsourced_diseases_top600.gmt	219	Epigenomics Roadmap HM ChIP-seq
1536	crowdsourced_diseases_top600.gmt	219	TargetScan microRNA
1537	crowdsourced_diseases_top600.gmt	219	ENCODE TF ChIP-seq 2015
1538	crowdsourced_diseases_top600.gmt	219	ENCODE Histone Modifications 2015
1539	crowdsourced_diseases_top600.gmt	219	Transcription Factor PPIs
1540	crowdsourced_diseases_top600.gmt	220	ChEA
1541	crowdsourced_diseases_top600.gmt	220	TRANSFAC and JASPAR PWMs
1542	crowdsourced_diseases_top600.gmt	220	Epigenomics Roadmap HM ChIP-seq
1543	crowdsourced_diseases_top600.gmt	220	TargetScan microRNA
1544	crowdsourced_diseases_top600.gmt	220	ENCODE TF ChIP-seq 2015
1545	crowdsourced_diseases_top600.gmt	220	ENCODE Histone Modifications 2015
1546	crowdsourced_diseases_top600.gmt	220	Transcription Factor PPIs
1547	crowdsourced_diseases_top600.gmt	221	ChEA
1548	crowdsourced_diseases_top600.gmt	221	TRANSFAC and JASPAR PWMs
1549	crowdsourced_diseases_top600.gmt	221	Epigenomics Roadmap HM ChIP-seq
1550	crowdsourced_diseases_top600.gmt	221	TargetScan microRNA
1551	crowdsourced_diseases_top600.gmt	221	ENCODE TF ChIP-seq 2015
1552	crowdsourced_diseases_top600.gmt	221	ENCODE Histone Modifications 2015
1553	crowdsourced_diseases_top600.gmt	221	Transcription Factor PPIs
1554	crowdsourced_diseases_top600.gmt	222	ChEA
1555	crowdsourced_diseases_top600.gmt	222	TRANSFAC and JASPAR PWMs
1556	crowdsourced_diseases_top600.gmt	222	Epigenomics Roadmap HM ChIP-seq
1557	crowdsourced_diseases_top600.gmt	222	TargetScan microRNA
1558	crowdsourced_diseases_top600.gmt	222	ENCODE TF ChIP-seq 2015
1559	crowdsourced_diseases_top600.gmt	222	ENCODE Histone Modifications 2015
1560	crowdsourced_diseases_top600.gmt	222	Transcription Factor PPIs
1561	crowdsourced_diseases_top600.gmt	223	ChEA
1562	crowdsourced_diseases_top600.gmt	223	TRANSFAC and JASPAR PWMs
1563	crowdsourced_diseases_top600.gmt	223	Epigenomics Roadmap HM ChIP-seq
1564	crowdsourced_diseases_top600.gmt	223	TargetScan microRNA
1565	crowdsourced_diseases_top600.gmt	223	ENCODE TF ChIP-seq 2015
1566	crowdsourced_diseases_top600.gmt	223	ENCODE Histone Modifications 2015
1567	crowdsourced_diseases_top600.gmt	223	Transcription Factor PPIs
1568	crowdsourced_diseases_top600.gmt	224	ChEA
1569	crowdsourced_diseases_top600.gmt	224	TRANSFAC and JASPAR PWMs
1570	crowdsourced_diseases_top600.gmt	224	Epigenomics Roadmap HM ChIP-seq
1571	crowdsourced_diseases_top600.gmt	224	TargetScan microRNA
1572	crowdsourced_diseases_top600.gmt	224	ENCODE TF ChIP-seq 2015
1573	crowdsourced_diseases_top600.gmt	224	ENCODE Histone Modifications 2015
1574	crowdsourced_diseases_top600.gmt	224	Transcription Factor PPIs
1575	crowdsourced_diseases_top600.gmt	225	ChEA
1576	crowdsourced_diseases_top600.gmt	225	TRANSFAC and JASPAR PWMs
1577	crowdsourced_diseases_top600.gmt	225	Epigenomics Roadmap HM ChIP-seq
1578	crowdsourced_diseases_top600.gmt	225	TargetScan microRNA
1579	crowdsourced_diseases_top600.gmt	225	ENCODE TF ChIP-seq 2015
1580	crowdsourced_diseases_top600.gmt	225	ENCODE Histone Modifications 2015
1581	crowdsourced_diseases_top600.gmt	225	Transcription Factor PPIs
1582	crowdsourced_diseases_top600.gmt	226	ChEA
1583	crowdsourced_diseases_top600.gmt	226	TRANSFAC and JASPAR PWMs
1584	crowdsourced_diseases_top600.gmt	226	Epigenomics Roadmap HM ChIP-seq
1585	crowdsourced_diseases_top600.gmt	226	TargetScan microRNA
1586	crowdsourced_diseases_top600.gmt	226	ENCODE TF ChIP-seq 2015
1587	crowdsourced_diseases_top600.gmt	226	ENCODE Histone Modifications 2015
1588	crowdsourced_diseases_top600.gmt	226	Transcription Factor PPIs
1589	crowdsourced_diseases_top600.gmt	227	ChEA
1590	crowdsourced_diseases_top600.gmt	227	TRANSFAC and JASPAR PWMs
1591	crowdsourced_diseases_top600.gmt	227	Epigenomics Roadmap HM ChIP-seq
1592	crowdsourced_diseases_top600.gmt	227	TargetScan microRNA
1593	crowdsourced_diseases_top600.gmt	227	ENCODE TF ChIP-seq 2015
1594	crowdsourced_diseases_top600.gmt	227	ENCODE Histone Modifications 2015
1595	crowdsourced_diseases_top600.gmt	227	Transcription Factor PPIs
1596	crowdsourced_diseases_top600.gmt	228	ChEA
1597	crowdsourced_diseases_top600.gmt	228	TRANSFAC and JASPAR PWMs
1598	crowdsourced_diseases_top600.gmt	228	Epigenomics Roadmap HM ChIP-seq
1599	crowdsourced_diseases_top600.gmt	228	TargetScan microRNA
1600	crowdsourced_diseases_top600.gmt	228	ENCODE TF ChIP-seq 2015
1601	crowdsourced_diseases_top600.gmt	228	ENCODE Histone Modifications 2015
1602	crowdsourced_diseases_top600.gmt	228	Transcription Factor PPIs
1603	crowdsourced_diseases_top600.gmt	229	ChEA
1604	crowdsourced_diseases_top600.gmt	229	TRANSFAC and JASPAR PWMs
1605	crowdsourced_diseases_top600.gmt	229	Epigenomics Roadmap HM ChIP-seq
1606	crowdsourced_diseases_top600.gmt	229	TargetScan microRNA
1607	crowdsourced_diseases_top600.gmt	229	ENCODE TF ChIP-seq 2015
1608	crowdsourced_diseases_top600.gmt	229	ENCODE Histone Modifications 2015
1609	crowdsourced_diseases_top600.gmt	229	Transcription Factor PPIs
1610	crowdsourced_diseases_top600.gmt	230	ChEA
1611	crowdsourced_diseases_top600.gmt	230	TRANSFAC and JASPAR PWMs
1612	crowdsourced_diseases_top600.gmt	230	Epigenomics Roadmap HM ChIP-seq
1613	crowdsourced_diseases_top600.gmt	230	TargetScan microRNA
1614	crowdsourced_diseases_top600.gmt	230	ENCODE TF ChIP-seq 2015
1615	crowdsourced_diseases_top600.gmt	230	ENCODE Histone Modifications 2015
1616	crowdsourced_diseases_top600.gmt	230	Transcription Factor PPIs
1617	crowdsourced_diseases_top600.gmt	231	ChEA
1618	crowdsourced_diseases_top600.gmt	231	TRANSFAC and JASPAR PWMs
1619	crowdsourced_diseases_top600.gmt	231	Epigenomics Roadmap HM ChIP-seq
1620	crowdsourced_diseases_top600.gmt	231	TargetScan microRNA
1621	crowdsourced_diseases_top600.gmt	231	ENCODE TF ChIP-seq 2015
1622	crowdsourced_diseases_top600.gmt	231	ENCODE Histone Modifications 2015
1623	crowdsourced_diseases_top600.gmt	231	Transcription Factor PPIs
1624	crowdsourced_diseases_top600.gmt	232	ChEA
1625	crowdsourced_diseases_top600.gmt	232	TRANSFAC and JASPAR PWMs
1626	crowdsourced_diseases_top600.gmt	232	Epigenomics Roadmap HM ChIP-seq
1627	crowdsourced_diseases_top600.gmt	232	TargetScan microRNA
1628	crowdsourced_diseases_top600.gmt	232	ENCODE TF ChIP-seq 2015
1629	crowdsourced_diseases_top600.gmt	232	ENCODE Histone Modifications 2015
1630	crowdsourced_diseases_top600.gmt	232	Transcription Factor PPIs
1631	crowdsourced_diseases_top600.gmt	233	ChEA
1632	crowdsourced_diseases_top600.gmt	233	TRANSFAC and JASPAR PWMs
1633	crowdsourced_diseases_top600.gmt	233	Epigenomics Roadmap HM ChIP-seq
1634	crowdsourced_diseases_top600.gmt	233	TargetScan microRNA
1635	crowdsourced_diseases_top600.gmt	233	ENCODE TF ChIP-seq 2015
1636	crowdsourced_diseases_top600.gmt	233	ENCODE Histone Modifications 2015
1637	crowdsourced_diseases_top600.gmt	233	Transcription Factor PPIs
1638	crowdsourced_diseases_top600.gmt	234	ChEA
1639	crowdsourced_diseases_top600.gmt	234	TRANSFAC and JASPAR PWMs
1640	crowdsourced_diseases_top600.gmt	234	Epigenomics Roadmap HM ChIP-seq
1641	crowdsourced_diseases_top600.gmt	234	TargetScan microRNA
1642	crowdsourced_diseases_top600.gmt	234	ENCODE TF ChIP-seq 2015
1643	crowdsourced_diseases_top600.gmt	234	ENCODE Histone Modifications 2015
1644	crowdsourced_diseases_top600.gmt	234	Transcription Factor PPIs
1645	crowdsourced_diseases_top600.gmt	235	ChEA
1646	crowdsourced_diseases_top600.gmt	235	TRANSFAC and JASPAR PWMs
1647	crowdsourced_diseases_top600.gmt	235	Epigenomics Roadmap HM ChIP-seq
1648	crowdsourced_diseases_top600.gmt	235	TargetScan microRNA
1649	crowdsourced_diseases_top600.gmt	235	ENCODE TF ChIP-seq 2015
1650	crowdsourced_diseases_top600.gmt	235	ENCODE Histone Modifications 2015
1651	crowdsourced_diseases_top600.gmt	235	Transcription Factor PPIs
1652	crowdsourced_diseases_top600.gmt	236	ChEA
1653	crowdsourced_diseases_top600.gmt	236	TRANSFAC and JASPAR PWMs
1654	crowdsourced_diseases_top600.gmt	236	Epigenomics Roadmap HM ChIP-seq
1655	crowdsourced_diseases_top600.gmt	236	TargetScan microRNA
1656	crowdsourced_diseases_top600.gmt	236	ENCODE TF ChIP-seq 2015
1657	crowdsourced_diseases_top600.gmt	236	ENCODE Histone Modifications 2015
1658	crowdsourced_diseases_top600.gmt	236	Transcription Factor PPIs
1659	crowdsourced_diseases_top600.gmt	237	ChEA
1660	crowdsourced_diseases_top600.gmt	237	TRANSFAC and JASPAR PWMs
1661	crowdsourced_diseases_top600.gmt	237	Epigenomics Roadmap HM ChIP-seq
1662	crowdsourced_diseases_top600.gmt	237	TargetScan microRNA
1663	crowdsourced_diseases_top600.gmt	237	ENCODE TF ChIP-seq 2015
1664	crowdsourced_diseases_top600.gmt	237	ENCODE Histone Modifications 2015
1665	crowdsourced_diseases_top600.gmt	237	Transcription Factor PPIs
1666	crowdsourced_diseases_top600.gmt	238	ChEA
1667	crowdsourced_diseases_top600.gmt	238	TRANSFAC and JASPAR PWMs
1668	crowdsourced_diseases_top600.gmt	238	Epigenomics Roadmap HM ChIP-seq
1669	crowdsourced_diseases_top600.gmt	238	TargetScan microRNA
1670	crowdsourced_diseases_top600.gmt	238	ENCODE TF ChIP-seq 2015
1671	crowdsourced_diseases_top600.gmt	238	ENCODE Histone Modifications 2015
1672	crowdsourced_diseases_top600.gmt	238	Transcription Factor PPIs
1673	crowdsourced_diseases_top600.gmt	239	ChEA
1674	crowdsourced_diseases_top600.gmt	239	TRANSFAC and JASPAR PWMs
1675	crowdsourced_diseases_top600.gmt	239	Epigenomics Roadmap HM ChIP-seq
1676	crowdsourced_diseases_top600.gmt	239	TargetScan microRNA
1677	crowdsourced_diseases_top600.gmt	239	ENCODE TF ChIP-seq 2015
1678	crowdsourced_diseases_top600.gmt	239	ENCODE Histone Modifications 2015
1679	crowdsourced_diseases_top600.gmt	239	Transcription Factor PPIs
1680	crowdsourced_diseases_top600.gmt	240	ChEA
1681	crowdsourced_diseases_top600.gmt	240	TRANSFAC and JASPAR PWMs
1682	crowdsourced_diseases_top600.gmt	240	Epigenomics Roadmap HM ChIP-seq
1683	crowdsourced_diseases_top600.gmt	240	TargetScan microRNA
1684	crowdsourced_diseases_top600.gmt	240	ENCODE TF ChIP-seq 2015
1685	crowdsourced_diseases_top600.gmt	240	ENCODE Histone Modifications 2015
1686	crowdsourced_diseases_top600.gmt	240	Transcription Factor PPIs
1687	crowdsourced_diseases_top600.gmt	241	ChEA
1688	crowdsourced_diseases_top600.gmt	241	TRANSFAC and JASPAR PWMs
1689	crowdsourced_diseases_top600.gmt	241	Epigenomics Roadmap HM ChIP-seq
1690	crowdsourced_diseases_top600.gmt	241	TargetScan microRNA
1691	crowdsourced_diseases_top600.gmt	241	ENCODE TF ChIP-seq 2015
1692	crowdsourced_diseases_top600.gmt	241	ENCODE Histone Modifications 2015
1693	crowdsourced_diseases_top600.gmt	241	Transcription Factor PPIs
1694	crowdsourced_diseases_top600.gmt	242	ChEA
1695	crowdsourced_diseases_top600.gmt	242	TRANSFAC and JASPAR PWMs
1696	crowdsourced_diseases_top600.gmt	242	Epigenomics Roadmap HM ChIP-seq
1697	crowdsourced_diseases_top600.gmt	242	TargetScan microRNA
1698	crowdsourced_diseases_top600.gmt	242	ENCODE TF ChIP-seq 2015
1699	crowdsourced_diseases_top600.gmt	242	ENCODE Histone Modifications 2015
1700	crowdsourced_diseases_top600.gmt	242	Transcription Factor PPIs
1701	crowdsourced_diseases_top600.gmt	243	ChEA
1702	crowdsourced_diseases_top600.gmt	243	TRANSFAC and JASPAR PWMs
1703	crowdsourced_diseases_top600.gmt	243	Epigenomics Roadmap HM ChIP-seq
1704	crowdsourced_diseases_top600.gmt	243	TargetScan microRNA
1705	crowdsourced_diseases_top600.gmt	243	ENCODE TF ChIP-seq 2015
1706	crowdsourced_diseases_top600.gmt	243	ENCODE Histone Modifications 2015
1707	crowdsourced_diseases_top600.gmt	243	Transcription Factor PPIs
1708	crowdsourced_diseases_top600.gmt	244	ChEA
1709	crowdsourced_diseases_top600.gmt	244	TRANSFAC and JASPAR PWMs
1710	crowdsourced_diseases_top600.gmt	244	Epigenomics Roadmap HM ChIP-seq
1711	crowdsourced_diseases_top600.gmt	244	TargetScan microRNA
1712	crowdsourced_diseases_top600.gmt	244	ENCODE TF ChIP-seq 2015
1713	crowdsourced_diseases_top600.gmt	244	ENCODE Histone Modifications 2015
1714	crowdsourced_diseases_top600.gmt	244	Transcription Factor PPIs
1715	crowdsourced_diseases_top600.gmt	245	ChEA
1716	crowdsourced_diseases_top600.gmt	245	TRANSFAC and JASPAR PWMs
1717	crowdsourced_diseases_top600.gmt	245	Epigenomics Roadmap HM ChIP-seq
1718	crowdsourced_diseases_top600.gmt	245	TargetScan microRNA
1719	crowdsourced_diseases_top600.gmt	245	ENCODE TF ChIP-seq 2015
1720	crowdsourced_diseases_top600.gmt	245	ENCODE Histone Modifications 2015
1721	crowdsourced_diseases_top600.gmt	245	Transcription Factor PPIs
1722	crowdsourced_diseases_top600.gmt	246	ChEA
1723	crowdsourced_diseases_top600.gmt	246	TRANSFAC and JASPAR PWMs
1724	crowdsourced_diseases_top600.gmt	246	Epigenomics Roadmap HM ChIP-seq
1725	crowdsourced_diseases_top600.gmt	246	TargetScan microRNA
1726	crowdsourced_diseases_top600.gmt	246	ENCODE TF ChIP-seq 2015
1727	crowdsourced_diseases_top600.gmt	246	ENCODE Histone Modifications 2015
1728	crowdsourced_diseases_top600.gmt	246	Transcription Factor PPIs
1729	crowdsourced_diseases_top600.gmt	247	ChEA
1730	crowdsourced_diseases_top600.gmt	247	TRANSFAC and JASPAR PWMs
1731	crowdsourced_diseases_top600.gmt	247	Epigenomics Roadmap HM ChIP-seq
1732	crowdsourced_diseases_top600.gmt	247	TargetScan microRNA
1733	crowdsourced_diseases_top600.gmt	247	ENCODE TF ChIP-seq 2015
1734	crowdsourced_diseases_top600.gmt	247	ENCODE Histone Modifications 2015
1735	crowdsourced_diseases_top600.gmt	247	Transcription Factor PPIs
1736	crowdsourced_diseases_top600.gmt	248	ChEA
1737	crowdsourced_diseases_top600.gmt	248	TRANSFAC and JASPAR PWMs
1738	crowdsourced_diseases_top600.gmt	248	Epigenomics Roadmap HM ChIP-seq
1739	crowdsourced_diseases_top600.gmt	248	TargetScan microRNA
1740	crowdsourced_diseases_top600.gmt	248	ENCODE TF ChIP-seq 2015
1741	crowdsourced_diseases_top600.gmt	248	ENCODE Histone Modifications 2015
1742	crowdsourced_diseases_top600.gmt	248	Transcription Factor PPIs
1743	crowdsourced_diseases_top600.gmt	249	ChEA
1744	crowdsourced_diseases_top600.gmt	249	TRANSFAC and JASPAR PWMs
1745	crowdsourced_diseases_top600.gmt	249	Epigenomics Roadmap HM ChIP-seq
1746	crowdsourced_diseases_top600.gmt	249	TargetScan microRNA
1747	crowdsourced_diseases_top600.gmt	249	ENCODE TF ChIP-seq 2015
1748	crowdsourced_diseases_top600.gmt	249	ENCODE Histone Modifications 2015
1749	crowdsourced_diseases_top600.gmt	249	Transcription Factor PPIs
1750	crowdsourced_diseases_top600.gmt	250	ChEA
1751	crowdsourced_diseases_top600.gmt	250	TRANSFAC and JASPAR PWMs
1752	crowdsourced_diseases_top600.gmt	250	Epigenomics Roadmap HM ChIP-seq
1753	crowdsourced_diseases_top600.gmt	250	TargetScan microRNA
1754	crowdsourced_diseases_top600.gmt	250	ENCODE TF ChIP-seq 2015
1755	crowdsourced_diseases_top600.gmt	250	ENCODE Histone Modifications 2015
1756	crowdsourced_diseases_top600.gmt	250	Transcription Factor PPIs
1757	crowdsourced_diseases_top600.gmt	251	ChEA
1758	crowdsourced_diseases_top600.gmt	251	TRANSFAC and JASPAR PWMs
1759	crowdsourced_diseases_top600.gmt	251	Epigenomics Roadmap HM ChIP-seq
1760	crowdsourced_diseases_top600.gmt	251	TargetScan microRNA
1761	crowdsourced_diseases_top600.gmt	251	ENCODE TF ChIP-seq 2015
1762	crowdsourced_diseases_top600.gmt	251	ENCODE Histone Modifications 2015
1763	crowdsourced_diseases_top600.gmt	251	Transcription Factor PPIs
1764	crowdsourced_diseases_top600.gmt	252	ChEA
1765	crowdsourced_diseases_top600.gmt	252	TRANSFAC and JASPAR PWMs
1766	crowdsourced_diseases_top600.gmt	252	Epigenomics Roadmap HM ChIP-seq
1767	crowdsourced_diseases_top600.gmt	252	TargetScan microRNA
1768	crowdsourced_diseases_top600.gmt	252	ENCODE TF ChIP-seq 2015
1769	crowdsourced_diseases_top600.gmt	252	ENCODE Histone Modifications 2015
1770	crowdsourced_diseases_top600.gmt	252	Transcription Factor PPIs
1771	crowdsourced_diseases_top600.gmt	253	ChEA
1772	crowdsourced_diseases_top600.gmt	253	TRANSFAC and JASPAR PWMs
1773	crowdsourced_diseases_top600.gmt	253	Epigenomics Roadmap HM ChIP-seq
1774	crowdsourced_diseases_top600.gmt	253	TargetScan microRNA
1775	crowdsourced_diseases_top600.gmt	253	ENCODE TF ChIP-seq 2015
1776	crowdsourced_diseases_top600.gmt	253	ENCODE Histone Modifications 2015
1777	crowdsourced_diseases_top600.gmt	253	Transcription Factor PPIs
1778	crowdsourced_diseases_top600.gmt	254	ChEA
1779	crowdsourced_diseases_top600.gmt	254	TRANSFAC and JASPAR PWMs
1780	crowdsourced_diseases_top600.gmt	254	Epigenomics Roadmap HM ChIP-seq
1781	crowdsourced_diseases_top600.gmt	254	TargetScan microRNA
1782	crowdsourced_diseases_top600.gmt	254	ENCODE TF ChIP-seq 2015
1783	crowdsourced_diseases_top600.gmt	254	ENCODE Histone Modifications 2015
1784	crowdsourced_diseases_top600.gmt	254	Transcription Factor PPIs
1785	crowdsourced_diseases_top600.gmt	255	ChEA
1786	crowdsourced_diseases_top600.gmt	255	TRANSFAC and JASPAR PWMs
1787	crowdsourced_diseases_top600.gmt	255	Epigenomics Roadmap HM ChIP-seq
1788	crowdsourced_diseases_top600.gmt	255	TargetScan microRNA
1789	crowdsourced_diseases_top600.gmt	255	ENCODE TF ChIP-seq 2015
1790	crowdsourced_diseases_top600.gmt	255	ENCODE Histone Modifications 2015
1791	crowdsourced_diseases_top600.gmt	255	Transcription Factor PPIs
1792	crowdsourced_diseases_top600.gmt	256	ChEA
1793	crowdsourced_diseases_top600.gmt	256	TRANSFAC and JASPAR PWMs
1794	crowdsourced_diseases_top600.gmt	256	Epigenomics Roadmap HM ChIP-seq
1795	crowdsourced_diseases_top600.gmt	256	TargetScan microRNA
1796	crowdsourced_diseases_top600.gmt	256	ENCODE TF ChIP-seq 2015
1797	crowdsourced_diseases_top600.gmt	256	ENCODE Histone Modifications 2015
1798	crowdsourced_diseases_top600.gmt	256	Transcription Factor PPIs
1799	crowdsourced_diseases_top600.gmt	257	ChEA
1800	crowdsourced_diseases_top600.gmt	257	TRANSFAC and JASPAR PWMs
1801	crowdsourced_diseases_top600.gmt	257	Epigenomics Roadmap HM ChIP-seq
1802	crowdsourced_diseases_top600.gmt	257	TargetScan microRNA
1803	crowdsourced_diseases_top600.gmt	257	ENCODE TF ChIP-seq 2015
1804	crowdsourced_diseases_top600.gmt	257	ENCODE Histone Modifications 2015
1805	crowdsourced_diseases_top600.gmt	257	Transcription Factor PPIs
1806	crowdsourced_diseases_top600.gmt	258	ChEA
1807	crowdsourced_diseases_top600.gmt	258	TRANSFAC and JASPAR PWMs
1808	crowdsourced_diseases_top600.gmt	258	Epigenomics Roadmap HM ChIP-seq
1809	crowdsourced_diseases_top600.gmt	258	TargetScan microRNA
1810	crowdsourced_diseases_top600.gmt	258	ENCODE TF ChIP-seq 2015
1811	crowdsourced_diseases_top600.gmt	258	ENCODE Histone Modifications 2015
1812	crowdsourced_diseases_top600.gmt	258	Transcription Factor PPIs
1813	crowdsourced_diseases_top600.gmt	259	ChEA
1814	crowdsourced_diseases_top600.gmt	259	TRANSFAC and JASPAR PWMs
1815	crowdsourced_diseases_top600.gmt	259	Epigenomics Roadmap HM ChIP-seq
1816	crowdsourced_diseases_top600.gmt	259	TargetScan microRNA
1817	crowdsourced_diseases_top600.gmt	259	ENCODE TF ChIP-seq 2015
1818	crowdsourced_diseases_top600.gmt	259	ENCODE Histone Modifications 2015
1819	crowdsourced_diseases_top600.gmt	259	Transcription Factor PPIs
1820	crowdsourced_diseases_top600.gmt	260	ChEA
1821	crowdsourced_diseases_top600.gmt	260	TRANSFAC and JASPAR PWMs
1822	crowdsourced_diseases_top600.gmt	260	Epigenomics Roadmap HM ChIP-seq
1823	crowdsourced_diseases_top600.gmt	260	TargetScan microRNA
1824	crowdsourced_diseases_top600.gmt	260	ENCODE TF ChIP-seq 2015
1825	crowdsourced_diseases_top600.gmt	260	ENCODE Histone Modifications 2015
1826	crowdsourced_diseases_top600.gmt	260	Transcription Factor PPIs
1827	crowdsourced_diseases_top600.gmt	261	ChEA
1828	crowdsourced_diseases_top600.gmt	261	TRANSFAC and JASPAR PWMs
1829	crowdsourced_diseases_top600.gmt	261	Epigenomics Roadmap HM ChIP-seq
1830	crowdsourced_diseases_top600.gmt	261	TargetScan microRNA
1831	crowdsourced_diseases_top600.gmt	261	ENCODE TF ChIP-seq 2015
1832	crowdsourced_diseases_top600.gmt	261	ENCODE Histone Modifications 2015
1833	crowdsourced_diseases_top600.gmt	261	Transcription Factor PPIs
1834	crowdsourced_diseases_top600.gmt	262	ChEA
1835	crowdsourced_diseases_top600.gmt	262	TRANSFAC and JASPAR PWMs
1836	crowdsourced_diseases_top600.gmt	262	Epigenomics Roadmap HM ChIP-seq
1837	crowdsourced_diseases_top600.gmt	262	TargetScan microRNA
1838	crowdsourced_diseases_top600.gmt	262	ENCODE TF ChIP-seq 2015
1839	crowdsourced_diseases_top600.gmt	262	ENCODE Histone Modifications 2015
1840	crowdsourced_diseases_top600.gmt	262	Transcription Factor PPIs
1841	crowdsourced_diseases_top600.gmt	263	ChEA
1842	crowdsourced_diseases_top600.gmt	263	TRANSFAC and JASPAR PWMs
1843	crowdsourced_diseases_top600.gmt	263	Epigenomics Roadmap HM ChIP-seq
1844	crowdsourced_diseases_top600.gmt	263	TargetScan microRNA
1845	crowdsourced_diseases_top600.gmt	263	ENCODE TF ChIP-seq 2015
1846	crowdsourced_diseases_top600.gmt	263	ENCODE Histone Modifications 2015
1847	crowdsourced_diseases_top600.gmt	263	Transcription Factor PPIs
1848	crowdsourced_diseases_top600.gmt	264	ChEA
1849	crowdsourced_diseases_top600.gmt	264	TRANSFAC and JASPAR PWMs
1850	crowdsourced_diseases_top600.gmt	264	Epigenomics Roadmap HM ChIP-seq
1851	crowdsourced_diseases_top600.gmt	264	TargetScan microRNA
1852	crowdsourced_diseases_top600.gmt	264	ENCODE TF ChIP-seq 2015
1853	crowdsourced_diseases_top600.gmt	264	ENCODE Histone Modifications 2015
1854	crowdsourced_diseases_top600.gmt	264	Transcription Factor PPIs
1855	crowdsourced_diseases_top600.gmt	265	ChEA
1856	crowdsourced_diseases_top600.gmt	265	TRANSFAC and JASPAR PWMs
1857	crowdsourced_diseases_top600.gmt	265	Epigenomics Roadmap HM ChIP-seq
1858	crowdsourced_diseases_top600.gmt	265	TargetScan microRNA
1859	crowdsourced_diseases_top600.gmt	265	ENCODE TF ChIP-seq 2015
1860	crowdsourced_diseases_top600.gmt	265	ENCODE Histone Modifications 2015
1861	crowdsourced_diseases_top600.gmt	265	Transcription Factor PPIs
1862	crowdsourced_diseases_top600.gmt	266	ChEA
1863	crowdsourced_diseases_top600.gmt	266	TRANSFAC and JASPAR PWMs
1864	crowdsourced_diseases_top600.gmt	266	Epigenomics Roadmap HM ChIP-seq
1865	crowdsourced_diseases_top600.gmt	266	TargetScan microRNA
1866	crowdsourced_diseases_top600.gmt	266	ENCODE TF ChIP-seq 2015
1867	crowdsourced_diseases_top600.gmt	266	ENCODE Histone Modifications 2015
1868	crowdsourced_diseases_top600.gmt	266	Transcription Factor PPIs
1869	crowdsourced_diseases_top600.gmt	267	ChEA
1870	crowdsourced_diseases_top600.gmt	267	TRANSFAC and JASPAR PWMs
1871	crowdsourced_diseases_top600.gmt	267	Epigenomics Roadmap HM ChIP-seq
1872	crowdsourced_diseases_top600.gmt	267	TargetScan microRNA
1873	crowdsourced_diseases_top600.gmt	267	ENCODE TF ChIP-seq 2015
1874	crowdsourced_diseases_top600.gmt	267	ENCODE Histone Modifications 2015
1875	crowdsourced_diseases_top600.gmt	267	Transcription Factor PPIs
1876	crowdsourced_diseases_top600.gmt	268	ChEA
1877	crowdsourced_diseases_top600.gmt	268	TRANSFAC and JASPAR PWMs
1878	crowdsourced_diseases_top600.gmt	268	Epigenomics Roadmap HM ChIP-seq
1879	crowdsourced_diseases_top600.gmt	268	TargetScan microRNA
1880	crowdsourced_diseases_top600.gmt	268	ENCODE TF ChIP-seq 2015
1881	crowdsourced_diseases_top600.gmt	268	ENCODE Histone Modifications 2015
1882	crowdsourced_diseases_top600.gmt	268	Transcription Factor PPIs
1883	crowdsourced_diseases_top600.gmt	269	ChEA
1884	crowdsourced_diseases_top600.gmt	269	TRANSFAC and JASPAR PWMs
1885	crowdsourced_diseases_top600.gmt	269	Epigenomics Roadmap HM ChIP-seq
1886	crowdsourced_diseases_top600.gmt	269	TargetScan microRNA
